clip_name,clip_directory,frame_count,complete_16_frames,detected_frame_indices,missing_frame_indices,extra_frame_indices,folder_size_bytes
01-01-08-01-01-01-17,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,312969
01-01-08-01-01-01-18,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313107
01-01-08-01-01-01-19,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,280553
01-01-08-01-01-01-20,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295462
01-01-08-01-01-01-21,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,265799
01-01-08-01-01-01-22,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298617
01-01-08-01-01-01-23,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298218
01-01-08-01-01-01-24,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299594
01-01-08-01-01-02-01,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,262943
01-01-08-01-01-02-02,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291419
01-01-08-01-01-02-03,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,284393
01-01-08-01-01-02-04,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,293888
01-01-08-01-01-02-05,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,318323
01-01-08-01-01-02-06,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,260991
01-01-08-01-01-02-07,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,302609
01-01-08-01-01-02-08,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298817
01-01-08-01-01-02-09,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,292869
01-01-08-01-01-02-10,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294911
01-01-08-01-01-02-11,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,357169
01-01-08-01-01-02-12,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,239989
01-01-08-01-01-02-13,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313263
01-01-08-01-01-02-14,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,282544
01-01-08-01-01-02-15,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,294254
01-01-08-01-01-02-16,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298949
01-01-08-01-01-02-17,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,313841
01-01-08-01-01-02-18,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313179
01-01-08-01-01-02-19,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,282300
01-01-08-01-01-02-20,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,283042
01-01-08-01-01-02-21,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,265112
01-01-08-01-01-02-22,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,300580
01-01-08-01-01-02-23,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298260
01-01-08-01-01-02-24,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,289381
01-01-08-01-02-01-01,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,264082
01-01-08-01-02-01-02,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291674
01-01-08-01-02-01-03,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,283396
01-01-08-01-02-01-04,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294096
01-01-08-01-02-01-05,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,310808
01-01-08-01-02-01-06,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,256236
01-01-08-01-02-01-07,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,305482
01-01-08-01-02-01-08,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297490
01-01-08-01-02-01-09,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,280624
01-01-08-01-02-01-10,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,300704
01-01-08-01-02-01-11,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,358044
01-01-08-01-02-01-12,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,242433
01-01-08-01-02-01-13,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313632
01-01-08-01-02-01-14,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,281481
01-01-08-01-02-01-15,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,293537
01-01-08-01-02-01-16,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,300349
01-01-08-01-02-01-17,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,307772
01-01-08-01-02-01-18,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,318352
01-01-08-01-02-01-19,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,282780
01-01-08-01-02-01-20,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,285885
01-01-08-01-02-01-21,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,269174
01-01-08-01-02-01-22,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299044
01-01-08-01-02-01-23,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295184
01-01-08-01-02-01-24,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290150
01-01-08-01-02-02-01,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,265224
01-01-08-01-02-02-02,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,293195
01-01-08-01-02-02-03,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,287695
01-01-08-01-02-02-04,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290275
01-01-08-01-02-02-05,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,317104
01-01-08-01-02-02-06,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,256808
01-01-08-01-02-02-07,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,308545
01-01-08-01-02-02-08,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,296887
01-01-08-01-02-02-09,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,292690
01-01-08-01-02-02-10,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295821
01-01-08-01-02-02-11,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,356460
01-01-08-01-02-02-12,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,234141
01-01-08-01-02-02-13,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,314969
01-01-08-01-02-02-14,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,284807
01-01-08-01-02-02-15,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,294846
01-01-08-01-02-02-16,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,312154
01-01-08-01-02-02-17,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,306169
01-01-08-01-02-02-18,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,316800
01-01-08-01-02-02-19,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,271949
01-01-08-01-02-02-20,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,296049
01-01-08-01-02-02-21,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,261335
01-01-08-01-02-02-22,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,303113
01-01-08-01-02-02-23,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298869
01-01-08-01-02-02-24,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,283433
01-01-08-02-01-01-01,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,259197
01-01-08-02-01-01-02,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,292756
01-01-08-02-01-01-03,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,280586
01-01-08-02-01-01-04,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,285567
01-01-08-02-01-01-05,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,317726
01-01-08-02-01-01-06,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,260242
01-01-08-02-01-01-07,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,311899
01-01-08-02-01-01-08,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294263
01-01-08-02-01-01-09,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,293455
01-01-08-02-01-01-10,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,307325
01-01-08-02-01-01-11,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,355259
01-01-08-02-01-01-12,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,237886
01-01-08-02-01-01-13,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,311699
01-01-08-02-01-01-14,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,279662
01-01-08-02-01-01-15,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,304787
01-01-08-02-01-01-16,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,311040
01-01-08-02-01-01-17,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,313839
01-01-08-02-01-01-18,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,319566
01-01-08-02-01-01-19,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,293607
01-01-08-02-01-01-20,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290332
01-01-08-02-01-01-21,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,266077
01-01-08-02-01-01-22,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299743
01-01-08-02-01-01-23,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299395
01-01-08-02-01-01-24,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291364
01-01-08-02-01-02-01,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,264314
01-01-08-02-01-02-02,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,287800
01-01-08-02-01-02-03,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,284128
01-01-08-02-01-02-04,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295360
01-01-08-02-01-02-05,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313664
01-01-08-02-01-02-06,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,268295
01-01-08-02-01-02-07,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,303199
01-01-08-02-01-02-08,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290401
01-01-08-02-01-02-09,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,280784
01-01-08-02-01-02-10,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,302483
01-01-08-02-01-02-11,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,358882
01-01-08-02-01-02-12,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,237242
01-01-08-02-01-02-13,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,312149
01-01-08-02-01-02-14,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,288498
01-01-08-02-01-02-15,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,302675
01-01-08-02-01-02-16,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,303136
01-01-08-02-01-02-17,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,315723
01-01-08-02-01-02-18,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,316287
01-01-08-02-01-02-19,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,279313
01-01-08-02-01-02-20,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,284569
01-01-08-02-01-02-21,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,270361
01-01-08-02-01-02-22,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,300180
01-01-08-02-01-02-23,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291172
01-01-08-02-01-02-24,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,284085
01-01-08-02-02-01-01,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,268038
01-01-08-02-02-01-02,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294180
01-01-08-02-02-01-03,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,282384
01-01-08-02-02-01-04,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294833
01-01-08-02-02-01-05,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,308572
01-01-08-02-02-01-06,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,264212
01-01-08-02-02-01-07,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,307884
01-01-08-02-02-01-08,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297275
01-01-08-02-02-01-09,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,287698
01-01-08-02-02-01-10,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297037
01-01-08-02-02-01-11,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,353191
01-01-08-02-02-01-12,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,237579
01-01-08-02-02-01-13,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,314041
01-01-08-02-02-01-14,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,278874
01-01-08-02-02-01-15,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,296595
01-01-08-02-02-01-16,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,309524
01-01-08-02-02-01-17,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,309578
01-01-08-02-02-01-18,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,311334
01-01-08-02-02-01-19,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,275179
01-01-08-02-02-01-20,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298225
01-01-08-02-02-01-21,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,265747
01-01-08-02-02-01-22,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299887
01-01-08-02-02-01-23,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298384
01-01-08-02-02-01-24,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,288786
01-01-08-02-02-02-01,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,261088
01-01-08-02-02-02-02,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290943
01-01-08-02-02-02-03,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,288565
01-01-08-02-02-02-04,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,293582
01-01-08-02-02-02-05,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,313879
